id,cluster
ac98ce23-604a-4928-b606-6d1f440f33af,1
9c01afc5-0bdd-4af8-97cf-927e8b5d9b7e,1
1dfdb162-fc1b-4f49-ad20-2986c9901d51,1
e21ba605-eb69-49f9-8f96-0a31030d6ff5,3
4a0c7903-ab86-4732-96bd-5569b8f96729,0
3e727927-a69d-416f-8957-7a62cfa8daae,0
267e5bc4-897a-4fc1-97d2-26a45829ba19,0
f7bbbdaf-da16-4964-92b6-e7fdd11dc74a,0
8eae8f75-558d-4a20-97cd-b4a58b2e152d,2
40bfde20-4a3c-4a4f-8e47-173e193f5eab,1
5c819189-c9e0-47e3-a258-49323197d124,1
f321598e-7a5f-442f-8bee-99d9f5e0f954,1
98f12e54-6af0-4e8d-990c-4da4dd74db5a,1
01fcb584-7de5-4dfb-93da-4219074e8a88,1
7447b6dc-e0c9-4567-b627-e2e4eed64d64,1
8fdd1d44-bd45-4f54-9eac-f0b952860804,1
08ba0f47-0d00-43a0-a06f-6c54301b6ed4,1
e3ab8de6-873c-4345-ab55-04019d50c786,1
52cf9a32-613e-48fb-bcaa-c1c887d54d13,1
b6a8a28e-b744-4e4f-a040-be65cfec1ef5,2
8d07ce96-32b7-4bbe-9b3d-4d3b03f8de9b,2
7e288b0c-a07c-49ab-aeb3-eafc485554d2,2
4c7232c9-33b7-4531-b478-5c001092cb50,2
6d30555c-7660-45fc-89fb-cfb94b97f189,2
1af11d15-fd04-4f06-828a-e6ae465168f7,0
386d5c5f-c66c-436a-b015-ec798d1650ac,3
f894a0a6-d08f-4660-9f86-701661e29503,1
46860da6-7a9d-4aa6-ba75-ab8554d97b6b,1
e49685ce-7c01-48bd-bc65-3be4a385a11d,1
bf0d7f3e-ee35-45b0-b2b1-639fc9e59269,1
a0ece0e8-8871-43d5-9b80-440dc6dbb5de,1
de751829-82ae-4f1c-92fc-a9dd4d616882,1
560aca16-912a-4b06-a185-74f37e584027,1
7d6466a3-3fb5-496e-a8db-9f2483b6edea,1
e4b7abfe-d035-468a-b317-7709b146205f,1
9825748d-d475-43f3-80e8-5fd3154eee52,1
3bd63733-b79b-4f0b-a233-b6d10c359ec5,1
f25cca62-d041-4ad8-81f6-6202a26512cb,1
4273fd28-5992-43a0-bd98-66cf6b650f54,1
05c71356-48ba-4b48-a217-678ba62ca4b0,2
837f9a69-1103-451f-b24d-e971d7135417,0
5a5e08da-bed0-44f8-bf8b-e0a7c3adff45,0
2c6d632d-9a47-4dae-9bc1-6e41b40eca3f,0
28b82b56-298a-4050-ad03-47dab37e4d2e,1
341ae37b-3e39-44f4-99f5-566fab316e0c,0
bf42879f-e641-475a-8b19-c5df8f6cee7a,0
2564eefa-070f-4e4a-915e-c553a35fa561,0
9f17335e-306b-48c7-8ee5-53a8d967e6f5,0
69b87316-8ff0-4eab-b9ff-210247784518,1
6a52c8f2-ce2b-4939-b090-8e9a49afe284,0
4eb62a9e-c3f6-4056-8357-7a05db04937d,0
49fdec6f-4d3b-4bab-b6e5-3dcba739af9c,1
b895d027-5c42-4455-be0f-a83d981fbb4c,1
a29b9c1d-663c-46ef-8950-d567c4f9771b,1
b19e4dcf-a8b8-4c15-a6b0-a3ad1d6a8a19,0
52999e61-3e95-4863-80c7-885d6135ff13,0
204bb059-11ec-450a-91cb-d78a8a5619cc,1
c6d8975a-3dd1-485c-944a-766e985c72ef,1
c7f25358-6aab-48b5-b733-40b57f60a82c,1
b87da418-3080-4e21-b3e0-b967b9a17e21,1
ea6ad449-b0b9-4d12-b7b4-3a76df497d85,1
05a2fd29-2be1-4244-a35a-4ddbf1f75ac1,1
3c938716-3889-4d73-bb45-d4586b1a44b1,1
2ab7f631-aed8-4647-a5bb-99427860d0bb,1
7f7b4920-d653-4e3a-8113-70130b079c9b,0
6f5e4b13-e1f1-4a4c-b426-a60ead9faf7a,0
146a67a8-eae0-45ea-b93d-08c5fd9ed2d4,0
7d4938ac-745b-4ddc-a0bc-e2f8535411b8,0
25971e2e-305e-4301-a5f9-24b276ab37a1,3
7c8f99f0-5cae-4a08-9649-1b870e55e903,0
c64aac64-f8db-475b-8584-da8551b0a712,0
1c87a6a3-bdea-45bf-b259-aee417734726,3
c71e84b2-b968-4ce2-8218-bf3f1e482ea0,3
2c4f5100-fe7a-4ac2-8be5-de8348728af0,3
04003cf6-de5c-4842-9b0e-0e6c0b0be5cd,1
9c779f8b-bd59-4351-a876-8934a07614bc,1
9114ca51-0bae-45ef-9a82-8bef4a6e9cf8,1
75a6811c-6d0b-4122-85d0-260989db9672,1
9bc1c99a-5363-4d71-9e5d-70e7e69f988c,0
fc8cf4d1-ac28-4a43-8661-5a9c39e86369,3
b6d00da1-7e7e-44ad-b798-3c3bb216ae45,0
acc63b60-a988-4e48-bf68-78b98b7c6125,0
24f7379f-db60-41c6-81b0-756923cb472c,0
52f74dd3-7131-48a6-8de2-a4f2b4b2a4ec,0
3b00dedd-fcb8-4d71-9ffb-40b92b6cdfe7,0
ca1ccf90-ef97-446d-b9ba-214844ffc371,0
93b3840f-3996-4920-9a37-2f783aa0b5e5,1
6e506d3b-5df6-41ae-aa16-30e8ae177551,2
1c405089-f867-4741-ac84-58870ab6c7c7,0
eb12b319-97e9-4acf-9991-d051e38d0210,0
312e7cea-238d-460e-b387-3b70473d1c56,1
f45232a4-beae-4f44-b220-0bcf8557b076,3
94147869-54e7-4573-a1e8-446456d92dec,3
1a0f0a69-5eaf-43a9-ac57-b5d67de5eead,3
a46d8ecb-c4de-45b2-b518-693d0f065a68,3
84ea9d50-7f31-45c2-8774-8d7a0bb3b5e8,2
db6d28b7-de73-4a52-9015-e7c7032c311f,2
7c6e359b-e1c3-4d61-9d75-41c4a068fb49,2
0b9d7988-e9b6-4444-b43f-09254c72fa40,2
fb2b9437-a1b2-4474-8613-a32373ee0d34,3
b0657768-220b-46cf-a148-961ccb8df491,2
63601dc2-7f22-4bdb-94e7-356981a1187c,3
bc152295-91ae-4d85-8455-a17a721ad96c,0
be33676a-263e-4eb4-a43e-ce54e7f2e4fb,3
de1cf703-9c6e-4795-90c5-cbc365ea61ed,2
ba26b23a-d329-4a39-ac72-2a4489eb673f,0
b2a7a4ba-cdd6-4c85-96bb-9b5ad9351944,0
f0c09949-1d44-45f2-90b1-41b3239b4cab,3
03b42284-af8d-434e-a03b-f7daf55a55c3,3
871823c3-bceb-4095-bfbf-3f5e6ccdb1b9,1
0b1068b8-d8e1-4413-b168-47551bba353f,1
76b0d81b-d0f1-4f04-9b2c-01809ca65dd8,2
9efe576f-61cd-4570-bbd6-5564117623aa,3
21556ded-ceb5-4223-94a6-00d322e57100,1
dc99e837-9511-4cd8-8232-8df190346151,1
1f4c6902-ace9-4b4e-851f-591fcf28323b,1
d6f3c901-d3ee-446e-9ff6-aa67df0c0e5e,1
3e7e8747-3bde-4788-9d20-8868ca3ca8db,3
e74f774b-f259-43ae-814a-f78285e355ae,3
9c908ec9-4ada-4533-a1cb-574bfd8f32fb,0
1008838b-bf71-442f-a6e8-3de016146f89,0
2b3c5a38-7c3b-4336-8c84-2650646bbf4d,1
f3ab1ecf-f215-4f15-9af9-f7a0c070a227,2
c6094ef9-4284-48e5-b7b2-d41b31ee5063,2
a39ed4ce-0d04-479f-8f56-a7a5006b7ea9,2
4cd92b70-8db3-41f5-a4df-b34e5868c3ce,2
60206076-d947-48c6-bbba-14d1b9b2f859,2
96ab7c99-7e3c-436f-b380-2feb5372d931,2
e3965593-af94-4667-b8da-863b9cd8732e,3
9a34f125-2a0c-424e-8be9-aadb0259fccf,0
c6b9fba1-6df0-44d6-bb69-f04dcdfae21d,3
ba03ad22-bbb9-4750-b079-3752ed50e912,3
1a4035ab-435c-41aa-89f8-98efcfd32311,3
7f5526bc-f85b-4e06-a48f-347803d73e22,3
e5c22e58-7870-4db5-98ea-aede48914170,2
fd95e9f7-139d-482d-b240-05ba68a9474c,2
1b6ab446-0ca5-49dc-bfa4-351b3501d7a1,2
b6cde3a0-eb42-4738-8665-759771230af8,2
4f1d0f3c-328f-4e49-9934-007dcb348657,0
ceb7c087-e841-483e-8231-11e436c9e04c,2
483fc59d-e32b-407e-8688-ef9e57ab2857,2
7d4285b5-6b06-4341-894f-e18ee9e63137,1
7a657d65-533c-4ad1-a7f0-5f4f8c860da2,1
74ea808b-eebf-4e39-a732-6344601b87b7,1
f0d6bb5f-55cb-4006-baf2-7bba9b16c0fb,0
9021e77d-6be5-4250-b2c5-5f2d98d7b733,3
204b25a8-0511-40de-a218-d4bac3975a16,0
8bccceef-4a51-433f-b36d-380cd3c445c9,0
33f73df3-f715-4e71-a009-64b30afd3f74,1
cb02a574-f56a-4aee-bc89-e4316b93dcdb,0
3fdf352b-c5a4-4b91-9442-b5eb9707b835,1
b02a12e0-0980-46b0-8996-221b1e633fe3,0
191fe2e6-d536-4bda-bd67-2a3060803262,1
f720ddc0-1a31-4c82-92df-5a38223d1ebd,1
1a10421b-c4a5-4cf5-96dc-01257acdc061,1
83e1ccd0-f59a-4a12-872a-dac2acc3beab,1
898d1ef5-4cb0-4c61-a41e-264e82ceb3af,1
b8a4d9e9-89f4-488e-a40e-54809c6077e6,3
609510f7-3e53-4cfa-b46d-1e87e9a475ac,3
c4beb905-1743-4ab5-88c8-8ec8702351f2,1
c717fe40-0d63-4a86-ba3d-afe718e44995,0
cee202b7-f190-4ec9-912a-90f225ea21e3,1
ec5aacc3-23a3-40c1-8fe9-6bcb581b391a,1
4c4d0aba-97ef-4ff8-9886-ac4685a52321,1
3235804b-45e6-4d4c-8b3b-745500b1c771,2
d22ab656-e742-4e8a-b07f-d207270f2c10,1
32f7aaf8-af97-4b57-b47b-083a465ffc2a,2
41dce460-7b73-4340-aa02-c10a79198432,3
c31e148d-73ba-46c6-9819-a2bd8c6f3b06,1
5cade4d0-ab67-4d1c-acf9-88a44ee18587,0
04c8f5fd-83aa-434b-a3a4-e0fcbc0b7889,3
c39d8943-a251-4a88-8042-d87ffe5c9e2d,0
48859269-b06e-47e5-8622-71248b61cd86,0
760442b0-3c36-4e85-b5d8-2b73c9518f5b,0
1259d2e7-4bb0-423d-bffa-48c7c126bab1,3
3c24e625-9798-4fd5-a554-1ab812d18abe,2
f0693953-271c-4c00-9921-48696b3cd0ea,2
eb692c7e-4ed8-403c-9afa-f2d619884ac1,2
0f632107-6ad6-4b1b-9ad2-becc33bf0a50,2
248873d4-d898-4365-8cad-0f2e16d90153,2
9dfc7c8a-eb87-418b-b81c-b9f2820ab417,3
1a03c364-bea7-4abf-bdb4-621a45f1abb5,1
5a4f66b6-28b1-4c3b-a5d5-ecb263b94412,0
e02dfcbd-a40e-469e-9bd7-06517ff1f724,0
2dd73a73-0022-4ae8-bd73-2a2f825f4ddf,2
973263ef-721e-44c3-8921-81678e9a927a,2
483c78a1-37de-4045-b914-87ed455d1149,1
483c78a1-37de-4045-b914-87ed455d1149,1
d620705b-334e-40d4-8e68-11dad5baef37,2
02658891-8aaf-4ca9-a4ec-b817c80d19d1,0
51edaf19-20d9-4df2-90aa-246c478b3532,0
299f38e8-bec3-44e6-8faa-820b7c0f40e9,0
ae16b3ef-575d-40af-b90c-ca2b5196b47e,1
54d4992c-dffe-406c-a5c7-30108f547d64,0
54d4992c-dffe-406c-a5c7-30108f547d64,0
1e8557a8-c31c-4303-9232-5cd22ef2f92d,3
7ab57a66-1efb-4696-8c73-19a2e7dc1081,1
f2c2d70e-32b9-49fd-bb8a-06cd971f99c4,1
79386b6c-ea15-43e3-86d7-b04e21e80042,1
a3881e30-8e27-45f2-86f2-5e0f45a98806,1
3de60c49-4fc6-457d-be4d-9a9c91819e10,1
dff46e4a-4c04-4aac-ba70-63bf4a5f52a0,1
a63949fe-0739-4380-bb87-bec14f7e4093,0
037b3c48-95a6-4f68-8586-d305caf0009d,0
e2b10107-3b01-4096-9e32-ff5b4b77f57f,0
035226fb-3dcf-44b7-be1c-6b1024be148b,0
b43b4d3d-870a-4b9f-863c-3043bec034ca,0
6de1f83d-3950-45bb-8be0-7d5fab0e6274,0
8d243c5a-29a0-473d-bdf0-9172af84f831,0
9870b017-125b-4dd5-8c04-2555545a3a82,0
cb3cd85d-453d-4bd2-8984-7f8d637ec970,0
0a82367f-047b-4516-9f14-d9d1966f7cec,0
8c824631-d6b5-4dac-8624-2dea58f3f810,0
9357364e-ae6e-4cce-9791-0bea1af64d6a,0
43ccf37c-c25a-43de-9010-3924bb9daaef,0
8e4b5cc2-5a59-4fa6-8184-3921fb22b6ef,1
6f4ae29d-afe8-45e0-827e-e84f9f539b0c,0
c4d1a268-6b73-40f8-acd4-5e6905aa5b45,1
9c264bf1-f8e8-41bc-958f-7e8065cfba3d,2
283974d5-071c-4122-a068-cd879af2b06d,2
000ca0f6-de2c-4fe3-8ad7-a7ed251c16f5,2
07e4874b-e624-4e24-af76-69aa4177bada,0
248ae6cb-165a-44b3-9d02-95540e840b9b,0
e118d64a-246c-4313-b48f-4318cdf92200,1
fb2c9da4-f747-4c1c-95a5-b2bb40f9ffab,1
675262ee-f983-43ab-bd1b-afc8328f75fa,0
871f7c92-a84e-4c93-8b30-633d58b3b90e,0
43c8f5e9-7c49-4090-a57f-552c5f4ddbc4,0
34f49cd2-32d5-4d25-9903-f426a43d00c7,3
a8f1cbe4-226c-451e-b23c-15bc7d3c0fbf,0
10c89819-fe17-453c-8031-3d981d284748,3
5c73b80c-84bf-4f02-8151-5fb4566db832,1
c60bc51b-abcb-47ef-abee-dd61ed56466d,2
cbd2d241-70be-4f80-aecf-0416f56ed1f4,2
d10118f6-23e5-4c37-8099-08827b6bc8d7,0
1243a009-754a-4750-b79f-5fe82477d22b,0
de5814ee-e207-46b1-bc9b-67008bfa4b22,1
1ffb07ab-40b3-45fd-a079-8f2ee2b6f4e6,2
f783f578-22ef-4072-855f-b8202e7fea9a,1
340e1620-c67d-4079-834f-561944ff8c78,1
3162ed4a-2d91-40b1-b745-dab903d4ea95,1
61db4926-335b-4875-91e4-971c988e3161,1
d0c5ccf7-d1a8-45b1-a5da-7f666739777a,1
cfda76ec-0c2f-40ad-94f0-25a3ba561171,0
